Year,Fuel_Type,Transmission,Mileage,Engine,Power,Price
2013,1,1,19.01,1461.0,108.45,5.5
2014,3,1,17.8,1198.0,86.7,4.75
2016,3,1,18.0,1198.0,86.7,4.75
2009,3,0,12.05,1995.0,154.0,9.5
2011,1,1,23.2,1248.0,73.94,3.77
2012,3,1,17.0,1497.0,118.0,4.25
2014,1,0,18.88,1995.0,184.0,19.9
2009,1,1,15.0,1896.0,105.0,4.0
2013,3,1,19.1,1197.0,85.8,4.16
2015,1,0,16.36,2179.0,187.7,38.0
2016,3,0,16.9,1197.0,82.0,6.34
2009,1,1,12.8,2494.0,102.0,4.5
2016,3,1,15.1,1196.0,73.0,3.75
2012,1,0,15.2,1968.0,140.8,10.2
2007,1,1,12.8,2494.0,102.0,5.0
2008,3,1,9.8,1995.0,163.5,3.95
2016,1,1,20.34,1498.0,103.2,9.75
2018,3,1,18.6,1197.0,81.86,7.93
2011,1,1,17.8,1399.0,67.0,2.1
2015,1,1,13.5,2477.0,175.56,16.42
2011,1,1,14.66,2199.0,194.3,8.9
2012,1,1,15.1,2179.0,140.0,7.21
2015,1,1,12.8,2494.0,102.0,13.5
2016,1,0,11.57,2987.0,254.79,65.0
2014,1,1,12.05,2179.0,120.0,7.4
2014,3,0,16.8,1497.0,118.0,5.15
2013,1,0,12.0,2987.0,224.0,32.0
2011,3,1,17.0,1497.0,118.0,3.25
2017,3,0,22.5,998.0,67.0,3.95
2013,3,1,15.4,1193.0,65.0,1.5
2010,3,1,17.0,1197.0,80.0,3.0
2010,3,1,16.0,1198.0,90.0,1.99
2010,3,1,19.0,998.0,66.1,1.35
2009,1,0,16.07,1995.0,181.0,13.5
2010,1,1,17.67,1968.0,138.08,6.99
2013,1,1,19.01,1461.0,108.5,8.5
2010,1,1,22.07,1199.0,73.9,2.89
2011,1,0,22.69,1995.0,190.0,10.5
2013,3,1,16.95,1498.0,97.7,3.97
2017,3,0,24.07,998.0,67.1,4.25
2016,3,1,21.1,1197.0,85.8,6.17
2016,1,0,14.16,1968.0,174.3,38.72
2013,1,1,16.8,1493.0,110.0,6.5
2013,1,1,25.8,1498.0,98.6,4.25
2014,1,1,26.0,1498.0,98.6,4.75
2014,1,0,12.9,2755.0,174.5,17.71
2015,1,1,20.34,1498.0,103.2,5.85
2011,1,0,22.48,1995.0,190.0,17.27
2007,1,0,16.07,1995.0,181.0,9.25
2017,3,0,13.0,1591.0,121.3,12.75
2016,1,0,21.76,1995.0,190.0,27.0
2013,1,0,14.84,2143.0,167.62,21.0
2017,1,1,26.59,1248.0,74.0,7.95
2015,3,1,23.1,998.0,67.04,4.5
2017,1,0,19.59,1995.0,187.74,33.75
2010,1,0,11.33,4134.0,335.2,17.51
2017,3,1,18.2,1199.0,88.7,6.8
2014,3,1,25.4,624.0,37.48,1.68
2016,3,1,24.7,796.0,47.3,2.9
2014,3,1,22.5,998.0,67.04,3.16
2014,1,1,24.4,1120.0,71.0,3.9
2010,3,1,17.8,1199.0,76.8,1.95
2015,1,0,16.36,2179.0,187.7,26.52
2010,1,0,18.33,1968.0,167.7,9.0
2012,1,1,21.27,1396.0,88.76,4.5
2008,1,1,10.5,2835.0,107.2,8.75
2018,1,0,24.3,1248.0,88.5,11.5
2016,3,1,24.07,998.0,67.1,3.0
2015,3,1,21.1,814.0,55.2,3.79
2015,1,1,28.09,1248.0,88.5,6.0
2016,1,1,19.67,1582.0,126.2,13.25
2012,1,0,17.2,1968.0,138.1,8.0
2015,1,1,20.14,1498.0,88.8,5.8
2013,1,1,12.99,2494.0,100.6,13.5
2014,1,0,14.21,2143.0,203.0,25.0
2016,1,1,20.14,1498.0,88.8,5.49
2013,1,0,17.32,1968.0,150.0,19.0
2011,3,1,18.5,1197.0,80.0,2.5
2015,3,1,19.81,1086.0,68.05,3.0
2018,1,1,24.7,1047.0,69.0,6.64
2017,3,1,21.1,814.0,55.2,3.21
2009,3,1,17.92,1086.0,62.1,1.55
2011,3,1,17.92,1086.0,62.1,2.59
2008,1,1,12.7,2609.0,120.0,4.0
2010,3,1,17.4,1497.0,117.3,3.87
2017,1,1,24.3,1248.0,88.5,9.75
2019,1,0,17.11,1968.0,174.33,32.91
2011,1,0,14.21,2143.0,203.0,16.75
2007,3,1,13.5,1799.0,130.0,1.9
2017,3,1,18.6,1197.0,81.83,6.59
2017,1,0,15.73,1968.0,174.33,31.93
2014,1,1,25.1,1498.0,98.6,7.25
2008,3,1,19.81,1086.0,68.05,1.9
2015,1,1,25.2,1248.0,74.0,3.55
2012,1,0,11.4,2953.0,153.86,9.25
2009,3,1,13.8,1299.0,70.0,1.65
2019,1,0,20.68,1995.0,190.0,36.64
2011,1,0,14.21,2143.0,203.0,16.0
2019,0,1,15.1,1196.0,73.0,5.38
2014,1,1,25.8,1498.0,98.6,4.35
2006,3,1,17.3,993.0,60.0,1.2
2013,3,1,18.5,1197.0,80.0,4.1
2009,1,0,11.0,2993.0,235.0,18.75
2017,1,1,19.67,1582.0,126.2,13.78
2016,1,1,26.59,1248.0,74.0,4.0
2013,1,1,22.9,1248.0,74.0,4.33
2015,1,1,24.0,1186.0,73.97,5.43
2016,3,1,18.16,1196.0,86.8,4.9
2017,1,0,15.97,2993.0,258.0,70.0
2016,1,0,11.78,2143.0,167.62,25.5
2015,3,0,18.9,1197.0,82.0,5.1
2013,1,1,22.32,1582.0,126.32,6.7
2013,1,0,16.73,2993.0,218.0,26.5
2013,1,1,23.08,1461.0,63.1,3.9
2010,3,1,15.5,1586.0,103.3,2.7
2011,1,1,21.12,1248.0,88.8,2.95
2015,1,0,16.55,1968.0,140.0,23.0
2009,1,1,17.8,1248.0,75.0,2.49
2015,1,1,25.2,1248.0,74.0,4.5
2011,1,1,21.43,1364.0,87.2,4.5
2015,1,1,27.3,1498.0,98.6,6.9
2010,3,0,7.94,4395.0,450.0,20.72
2010,3,1,16.25,1198.0,73.9,2.21
2011,1,0,12.35,2179.0,187.74,13.9
2010,3,1,15.3,1596.0,101.0,1.46
2012,1,0,19.08,1582.0,126.32,6.0
2016,3,1,21.7,999.0,67.0,3.0
2012,1,1,22.3,1248.0,88.8,3.5
2018,1,1,21.19,1396.0,88.73,7.59
2009,3,1,15.0,1586.0,104.68,1.99
2016,3,1,25.17,799.0,53.3,3.8
2013,1,1,11.68,2498.0,112.0,4.0
2013,3,1,21.1,814.0,55.2,2.95
2013,1,1,25.8,1498.0,98.6,3.75
2010,1,1,22.07,1199.0,73.9,2.5
2011,3,1,17.0,1497.0,118.0,3.75
2015,1,0,12.55,2982.0,168.5,22.0
2017,3,1,18.0,1198.0,86.7,6.14
2015,1,0,20.58,1995.0,143.0,16.0
2014,3,0,23.1,998.0,67.04,3.75
2015,1,1,12.99,2494.0,100.6,11.75
2013,1,0,16.36,2179.0,187.7,24.0
2017,3,1,17.5,1199.0,88.7,8.9
2012,1,0,17.05,1995.0,184.0,10.0
2014,3,0,14.3,1598.0,103.5,5.55
2012,3,1,16.09,1598.0,103.5,3.59
2019,1,1,22.77,1498.0,98.59,11.13
2012,1,1,15.1,2179.0,140.0,7.2
2014,1,1,18.6,1388.0,67.0,2.98
2010,3,1,17.92,1086.0,62.1,1.7
2015,1,0,12.0,2987.0,224.0,52.0
2003,3,1,19.7,796.0,46.3,0.95
2016,3,1,17.8,1497.0,117.3,9.25
2014,1,0,13.01,2199.0,194.3,16.25
2015,1,0,17.9,2143.0,136.0,20.99
2005,1,1,12.8,2494.0,102.0,4.25
2008,1,0,16.07,1995.0,181.0,7.2
2011,3,1,18.6,1197.0,85.8,4.4
2011,3,1,15.04,1598.0,103.6,4.25
2012,3,1,16.02,1373.0,93.7,5.35
2016,3,0,18.9,1197.0,82.0,6.3
2017,1,1,19.67,1582.0,126.2,12.5
2008,1,0,16.77,2967.0,241.38,7.5
2016,1,1,16.0,1997.0,140.0,11.25
2016,3,0,16.05,1499.0,110.4,7.65
2016,1,1,24.4,1120.0,71.0,4.5
2014,1,0,21.21,1498.0,103.2,7.5
2004,3,0,13.0,2987.0,210.0,7.1
2010,3,1,20.36,1197.0,78.9,2.25
2015,1,0,17.11,1968.0,174.33,27.0
2012,1,1,21.9,1396.0,88.76,4.18
2013,1,1,23.5,1396.0,88.7,6.5
2010,3,1,17.0,1497.0,118.0,3.15
2016,1,1,25.47,1248.0,88.5,7.64
2011,3,1,19.7,796.0,46.3,2.4
2016,3,0,20.51,998.0,67.0,4.25
2016,1,0,19.08,1582.0,126.2,9.31
2011,3,1,19.7,796.0,46.3,2.39
2018,3,1,16.09,1598.0,103.5,7.64
2016,3,1,21.4,1197.0,83.1,6.21
2011,3,0,13.7,1997.0,153.86,8.22
2017,1,1,14.24,2755.0,174.5,28.85
2015,3,0,15.6,1497.0,116.3,8.5
2014,3,0,12.0,5461.0,421.0,90.0
2015,3,1,17.4,1497.0,117.3,6.51
2013,1,1,22.9,1248.0,74.0,4.65
2013,3,0,14.53,1794.0,138.1,8.4
2014,1,1,23.59,1364.0,67.06,5.75
2006,3,1,18.9,998.0,67.1,1.11
2014,3,0,12.0,1991.0,184.0,17.25
2012,1,0,16.36,2179.0,187.7,32.0
2011,3,1,17.0,1197.0,80.0,3.45
2014,1,0,12.39,2179.0,147.51,23.0
2018,3,1,18.6,1197.0,81.86,7.32
2014,3,1,18.0,1198.0,86.7,4.4
2016,3,1,22.74,796.0,47.3,4.12
2016,1,0,11.36,2755.0,171.5,19.5
2016,3,0,18.9,1197.0,82.0,6.2
2016,1,0,16.55,2993.0,258.0,45.0
2010,3,1,18.5,1197.0,80.0,2.8
2015,3,0,18.9,1197.0,82.0,4.8
2014,1,1,25.01,1498.0,89.75,5.65
2015,1,1,26.59,1248.0,74.0,5.9
2015,1,1,23.59,1364.0,67.04,5.0
2015,3,1,19.1,1197.0,82.0,4.9
2009,3,1,13.5,1799.0,130.0,4.25
2014,1,1,12.99,2494.0,100.6,10.9
2012,3,1,13.2,1495.0,94.0,2.45
2013,3,1,22.74,796.0,47.3,2.5
2010,3,0,8.1,5461.0,387.3,29.5
2013,1,1,22.7,1498.0,89.84,5.75
2018,3,1,20.14,1197.0,81.86,5.0
2014,3,0,14.3,1598.0,103.6,4.62
2016,1,0,15.73,1968.0,174.33,23.5
2013,1,1,16.0,2179.0,140.0,7.25
2019,3,1,17.0,1591.0,121.3,11.88
2009,3,1,13.9,1599.0,103.2,2.25
2003,3,1,14.2,1597.0,92.0,0.85
2018,3,1,19.69,1198.0,67.04,4.0
2016,3,0,16.5,1198.0,86.8,5.1
2014,1,1,12.99,2494.0,100.6,12.5
2011,1,1,20.64,1498.0,108.5,2.9
2016,1,1,16.0,2179.0,140.0,15.96
2015,3,0,16.9,1197.0,82.0,5.45
2017,1,1,13.5,2198.0,157.7,23.86
2008,3,1,18.0,995.0,62.0,1.75
2017,1,1,24.52,1248.0,88.5,9.75
2013,1,1,25.8,1498.0,98.6,4.75
2014,3,1,17.4,1497.0,117.3,6.25
2014,1,0,23.8,1998.0,112.0,22.0
2016,3,0,14.53,1794.0,138.1,14.14
2014,3,0,13.7,1798.0,157.75,11.95
2011,3,1,18.9,998.0,67.1,2.5
2013,3,1,19.81,1086.0,68.05,2.75
2019,3,1,23.84,1199.0,84.0,5.85
2016,3,1,21.4,1197.0,83.1,6.25
2014,3,1,15.04,1598.0,103.2,4.95
2017,3,1,18.9,1197.0,81.86,4.75
2013,1,1,20.0,1399.0,68.05,2.55
2011,3,0,13.9,1799.0,130.3,4.5
2015,3,1,22.74,796.0,47.3,3.01
2016,1,0,15.68,1999.0,177.0,42.0
2010,1,0,12.4,2698.0,179.5,11.5
2006,1,0,11.0,2987.0,198.5,10.99
2009,3,0,17.0,1497.0,118.0,3.71
2006,3,0,10.1,2354.0,152.0,2.0
2018,1,1,28.09,1248.0,88.5,9.48
2004,3,1,18.9,998.0,67.1,1.25
2015,1,1,19.67,1582.0,126.2,10.9
2015,1,1,28.09,1248.0,88.5,5.5
2016,3,1,21.1,814.0,55.2,3.71
2014,3,1,16.02,1373.0,93.7,6.25
2012,1,1,20.54,1598.0,103.6,4.9
2005,3,1,12.8,1493.0,100.0,1.1
2016,3,1,16.47,1198.0,73.9,4.72
2017,0,1,33.44,796.0,40.3,3.7
2016,1,0,17.9,2143.0,136.0,24.85
2013,1,1,14.66,2199.0,194.3,12.25
2014,1,1,22.9,1248.0,74.0,3.9
2017,3,1,18.6,1197.0,81.86,6.28
2011,1,1,14.0,2498.0,112.0,2.75
2017,3,1,18.9,1197.0,82.0,7.85
2011,3,1,15.04,1598.0,103.6,2.95
2008,3,0,11.7,2354.0,177.6,4.85
2011,1,0,13.5,2925.0,281.61,30.0
2016,1,0,15.0,2143.0,107.3,19.9
2016,1,1,20.5,1582.0,126.2,10.8
2007,3,1,19.7,796.0,46.3,1.75
2016,1,0,20.38,1968.0,143.0,19.25
2013,1,1,19.87,1461.0,83.8,5.5
2009,1,1,17.8,1399.0,68.0,2.75
2015,1,1,19.67,1582.0,126.2,13.0
2011,1,1,20.0,1399.0,68.0,3.2
2013,3,1,15.26,1598.0,103.5,5.84
2015,1,0,16.8,1969.0,150.0,24.0
2012,1,0,19.08,1582.0,126.32,6.25
2009,1,0,14.49,2993.0,258.0,36.0
2003,1,1,14.8,1998.0,68.0,3.0
2010,1,1,11.5,2982.0,171.0,11.0
2015,1,1,26.21,1248.0,88.5,6.5
2018,1,1,24.3,1248.0,88.5,9.4
2018,1,0,21.76,1995.0,190.0,37.92
2013,3,0,14.4,1598.0,103.6,5.25
2011,3,1,17.0,1197.0,80.0,4.5
2009,1,0,11.0,2993.0,235.0,18.0
2015,3,1,19.1,1197.0,82.0,5.56
2013,1,0,14.21,2143.0,203.0,22.0
2011,1,0,12.39,2179.0,147.51,22.0
2011,3,1,20.36,1197.0,78.9,2.65
2013,1,1,22.32,1582.0,126.32,5.85
2012,1,1,19.33,1968.0,138.1,6.95
2012,1,1,15.1,2179.0,140.0,6.5
2004,3,1,19.7,796.0,35.0,0.85
2013,3,0,14.67,1798.0,177.46,7.25
2012,1,1,22.9,1248.0,74.0,4.5
2010,1,1,10.5,2179.0,120.0,4.25
2016,3,0,13.7,1991.0,183.0,26.0
2017,1,1,16.55,2498.0,105.0,9.66
2013,1,1,19.01,1461.0,108.45,6.85
2013,1,0,12.8,1968.0,167.6,23.68
2013,1,0,12.39,2179.0,147.51,15.75
2012,1,1,20.54,1598.0,103.6,3.5
2006,3,0,11.62,2979.0,306.0,6.99
2019,1,1,22.7,1582.0,126.2,15.57
2015,1,1,15.3,2956.0,83.8,5.29
2016,3,1,22.7,799.0,53.64,2.25
2009,1,0,11.7,2993.0,245.0,20.0
2011,3,0,7.94,4395.0,450.0,47.5
2002,3,1,18.9,1061.0,47.0,1.22
2012,3,1,16.47,1198.0,73.9,3.65
2016,3,1,20.62,1198.0,67.0,3.1
2016,3,1,15.29,1591.0,121.3,11.5
2015,3,1,24.07,998.0,67.1,3.46
2013,1,1,14.66,2199.0,194.3,8.38
2014,1,1,15.11,1598.0,103.6,4.8
2014,1,1,25.8,1498.0,98.6,4.5
2014,1,1,22.9,1248.0,74.0,3.95
2012,1,1,20.5,1598.0,103.5,3.65
2005,1,0,11.0,2987.0,198.5,10.0
2011,1,1,12.05,2179.0,120.0,4.0
2012,1,1,21.64,1461.0,84.8,4.75
2009,3,1,17.5,1298.0,85.8,3.1
2017,3,1,21.1,814.0,55.2,3.61
2015,3,1,19.4,1198.0,86.8,4.29
2011,3,1,18.06,1198.0,75.0,2.13
2008,3,1,19.7,796.0,46.3,1.1
2011,1,0,22.69,1995.0,190.0,13.95
2014,3,1,16.47,1198.0,74.0,5.35
2014,3,1,23.1,998.0,67.04,3.9
2014,3,1,21.5,1197.0,81.8,2.8
2016,1,1,26.21,1248.0,88.5,8.75
2013,1,0,16.55,1968.0,147.51,19.5
2013,3,1,19.4,1198.0,86.8,2.75
2013,1,0,11.79,2179.0,120.0,8.0
2014,1,1,26.0,1498.0,98.6,5.7
2012,1,0,17.05,1995.0,184.0,12.5
2011,3,1,18.0,995.0,62.0,1.75
2010,1,1,20.0,1399.0,68.0,1.9
2015,3,1,20.4,1197.0,81.8,4.5
2015,1,0,19.27,2143.0,170.0,30.3
2014,1,0,19.3,1968.0,141.0,16.0
2017,1,0,18.56,1995.0,190.0,32.78
2015,3,1,21.1,814.0,55.2,2.5
2017,1,0,18.25,1968.0,187.74,43.0
2017,3,1,18.16,1196.0,86.8,5.38
2013,3,1,20.92,998.0,67.1,2.65
2017,3,1,24.7,796.0,47.3,3.3
2015,1,0,19.27,2143.0,167.62,34.0
2001,3,1,20.3,1086.0,68.0,0.7
2017,1,1,24.4,1120.0,71.0,6.83
2016,1,1,25.8,1498.0,98.6,5.77
2008,1,1,17.8,1248.0,75.0,3.1
2017,3,1,16.2,1199.0,74.0,4.95
2013,1,0,17.11,1968.0,174.33,16.25
2012,1,0,10.2,4367.0,308.0,52.54
2011,1,1,16.0,2179.0,140.0,6.4
2011,1,1,13.1,2499.0,141.0,6.95
2008,1,1,17.2,1396.0,53.5,0.85
2016,3,1,21.4,1197.0,83.1,6.95
2017,1,1,24.4,1120.0,71.0,3.45
2008,3,1,13.5,1799.0,130.0,2.75
2015,3,1,18.6,1197.0,81.83,4.95
2018,3,1,17.0,1198.0,108.5,9.62
2016,3,1,18.6,1197.0,81.83,6.79
2014,3,1,19.1,1197.0,85.8,4.5
2014,3,1,22.5,998.0,67.04,3.01
2012,1,1,21.9,1396.0,88.76,4.4
2012,1,0,12.55,2982.0,168.5,17.49
2014,3,1,20.36,1197.0,78.9,4.66
2015,3,1,18.9,1197.0,82.0,5.5
2016,3,1,18.6,1197.0,81.83,6.0
2018,1,1,24.3,1248.0,88.5,10.19
2016,1,1,25.8,1498.0,98.6,5.25
2014,1,0,15.26,2143.0,203.2,45.0
2010,1,1,23.0,1396.0,90.0,2.7
2013,3,1,19.81,1086.0,68.05,3.39
2014,1,1,26.59,1248.0,74.0,5.69
2018,3,0,10.37,2979.0,306.0,58.54
2017,1,1,27.39,1248.0,74.0,8.4
2012,1,1,25.44,936.0,57.6,2.5
2012,3,1,19.4,1198.0,86.8,3.25
2014,1,1,20.0,1399.0,68.05,3.25
2016,3,0,23.1,998.0,67.04,4.25
2014,1,0,14.84,2143.0,170.0,18.5
2015,3,1,19.4,1198.0,86.8,4.25
2018,3,0,21.4,1197.0,83.1,8.85
2014,3,1,21.1,814.0,55.2,4.14
2015,1,1,23.0,1396.0,90.0,7.0
2018,1,0,10.91,3198.0,197.0,33.0
2017,3,1,17.4,1497.0,117.3,10.0
2012,1,1,21.5,1248.0,88.8,3.53
2007,3,1,12.9,1598.0,102.5,1.35
2013,1,1,20.54,1598.0,103.6,4.5
2012,3,1,16.8,1497.0,116.3,4.9
2016,1,1,19.67,1582.0,126.2,12.26
2014,1,1,24.4,1120.0,71.0,3.99
2017,1,0,17.9,2143.0,170.0,46.95
2015,1,1,20.0,1399.0,68.0,3.8
2013,1,1,15.0,1896.0,105.0,6.75
2017,1,1,18.49,1493.0,100.0,8.75
2013,3,1,15.8,1499.0,110.0,5.2
2017,3,1,17.1,1591.0,121.3,8.42
2014,0,1,26.6,998.0,58.16,3.0
2016,3,1,18.6,1197.0,81.83,5.75
2008,1,0,15.2,1968.0,140.8,9.75
2015,3,1,19.49,1198.0,67.04,3.5
2014,1,0,15.26,2143.0,203.2,30.0
2017,1,0,12.83,2179.0,147.5,35.0
2018,3,1,15.8,1591.0,121.3,13.25
2013,1,1,20.5,1598.0,103.5,3.65
2015,1,1,23.4,1248.0,74.0,5.25
2016,3,1,15.8,1591.0,121.3,9.7
2017,1,1,24.0,1120.0,70.0,5.21
2016,1,1,18.49,1493.0,100.0,6.3
2014,1,1,24.0,1120.0,70.0,4.72
2011,1,0,11.7,2993.0,245.0,28.0
2018,1,0,28.4,1248.0,73.75,8.37
2012,1,1,12.55,2982.0,168.5,14.0
2015,1,0,17.68,1968.0,174.33,36.0
2015,1,1,27.3,1498.0,98.6,6.4
2015,1,0,11.33,4134.0,335.2,51.69
2014,1,1,12.05,2179.0,120.0,8.0
2012,1,1,18.3,1991.0,147.9,9.8
2012,1,1,25.44,936.0,57.6,2.7
2014,1,0,18.25,1968.0,187.74,24.37
2018,3,0,14.3,1598.0,103.52,9.72
2014,1,1,23.4,1248.0,74.0,5.0
2009,1,1,11.5,2982.0,171.0,10.5
2012,1,1,22.9,1248.0,74.0,3.9
2012,3,1,17.0,1497.0,118.0,5.65
2012,1,0,15.26,2143.0,203.2,29.95
2008,1,1,17.8,1248.0,75.0,3.0
2017,1,1,26.1,1498.0,99.0,6.0
2009,3,1,20.36,1197.0,78.9,2.11
2011,3,1,19.7,796.0,46.3,1.5
2006,3,1,20.4,1197.0,81.8,2.85
2017,1,0,19.27,2143.0,170.0,33.64
2011,1,1,17.88,1396.0,52.8,0.91
2014,3,1,22.74,796.0,47.3,2.42
2005,3,0,9.3,2771.0,193.1,3.25
2013,3,1,16.47,1198.0,73.9,2.8
2019,3,0,22.0,1197.0,81.8,8.3
2010,1,1,12.05,2179.0,120.0,5.25
2010,1,1,17.8,1248.0,75.0,2.9
2013,1,0,18.88,1995.0,184.0,15.0
2012,3,1,25.4,624.0,37.5,0.53
2014,1,1,12.99,2494.0,100.0,12.5
2012,3,1,18.4,1198.0,86.8,2.75
2018,3,0,23.84,1199.0,83.83,5.0
2014,1,1,12.05,2179.0,120.0,7.09
2011,1,0,16.73,1995.0,218.0,19.99
2014,1,1,21.43,1364.0,87.2,10.75
2016,3,0,18.0,1497.0,117.3,9.45
2008,1,1,22.0,1582.0,126.2,2.9
2015,1,1,26.59,1248.0,74.0,4.7
2016,3,1,20.73,1373.0,91.1,7.11
2014,1,1,22.7,1498.0,89.84,6.25
2011,3,1,20.92,998.0,67.1,2.2
2019,3,0,19.0,1199.0,88.76,8.86
2015,1,1,15.1,2179.0,140.0,9.3
2017,1,1,18.49,1493.0,100.0,7.57
2017,3,1,18.2,1199.0,88.7,7.9
2018,3,1,16.1,1298.0,88.2,5.65
2013,3,1,16.47,1198.0,73.9,3.25
2019,1,1,20.5,1582.0,126.2,16.27
2011,3,1,18.6,1199.0,79.4,3.21
2013,1,1,25.8,1498.0,98.6,3.9
2008,3,0,10.0,2496.0,157.7,6.5
2016,1,0,18.59,2993.0,265.0,48.0
2016,1,0,20.38,1968.0,143.0,18.9
2015,1,1,26.59,1248.0,74.0,3.6
2015,1,1,26.59,1248.0,74.0,5.5
2011,1,1,12.8,2494.0,102.0,7.0
2016,1,0,16.09,1995.0,184.0,41.75
2007,1,0,16.73,1995.0,218.0,10.5
2014,1,1,15.1,2179.0,140.0,10.09
2009,3,1,17.0,1497.0,118.0,3.0
2014,1,1,17.0,2200.0,139.01,12.0
2015,1,1,20.14,1498.0,88.0,4.91
2010,3,1,16.0,1198.0,90.0,2.0
2015,1,1,23.59,1364.0,67.06,5.3
2014,1,1,19.01,1461.0,108.5,7.22
2017,1,0,18.56,1995.0,190.0,32.57
2010,3,1,18.5,1197.0,80.0,2.75
2018,0,1,15.1,1196.0,73.0,4.33
2011,1,1,17.8,1399.0,68.0,3.75
2014,3,0,16.8,1497.0,118.0,5.91
2013,1,1,25.2,1248.0,74.0,4.35
2014,1,1,24.0,1120.0,70.0,3.25
2017,1,0,14.75,2967.0,245.0,68.0
2016,3,1,17.0,1198.0,74.0,5.5
2018,3,0,18.0,1497.0,117.3,12.08
2018,1,1,27.39,1248.0,74.0,7.48
2016,1,1,24.0,1120.0,70.0,5.5
2011,1,1,19.3,1248.0,73.9,3.5
2013,1,1,11.5,2982.0,171.0,19.0
2017,1,1,27.3,1498.0,98.6,8.4
2016,1,1,24.3,1248.0,88.5,7.25
2014,1,1,23.4,1248.0,74.0,4.25
2015,1,0,21.66,1498.0,103.52,5.7
2013,3,1,22.74,796.0,47.3,2.49
2011,3,1,16.47,1198.0,73.9,3.0
2015,1,1,26.0,1498.0,98.6,5.95
2013,1,1,23.4,1248.0,74.0,2.69
2014,1,0,17.11,1968.0,174.33,26.0
2015,3,1,17.8,1497.0,117.3,5.5
2016,3,1,18.16,1196.0,86.8,4.85
2018,1,1,24.3,1248.0,88.5,8.39
2015,1,1,19.01,1461.0,108.45,7.99
2016,1,1,21.19,1396.0,88.73,6.95
2010,3,1,15.7,1390.0,75.0,1.5
2006,3,1,17.7,1497.0,78.0,1.55
2010,3,1,15.6,1196.0,70.0,2.75
2014,3,1,13.06,1598.0,102.53,4.25
2015,3,1,20.36,1197.0,78.9,2.85
2019,1,0,12.81,1999.0,148.31,56.14
2009,3,0,9.74,1984.0,208.0,10.0
2003,3,1,11.3,1298.0,83.1,1.25
2017,1,1,26.59,1248.0,74.0,7.5
2015,1,0,17.11,1968.0,174.33,25.81
2014,3,1,16.47,1198.0,74.0,4.3
2010,1,1,11.5,2982.0,171.0,11.0
2010,1,1,11.5,2982.0,171.0,11.75
2012,3,1,12.8,2354.0,177.6,6.58
2012,1,1,22.9,1248.0,74.0,4.8
2008,3,1,17.5,1198.0,70.0,1.65
2017,1,1,17.1,1956.0,170.0,15.0
2014,3,1,25.4,624.0,37.5,1.0
2007,3,1,15.3,1596.0,101.0,1.65
2015,1,1,27.62,793.0,47.0,3.6
2011,1,1,11.5,2982.0,171.0,11.5
2015,1,1,27.62,793.0,47.0,3.6
2015,3,1,21.1,814.0,55.2,3.05
2011,1,1,23.5,1498.0,90.0,6.0
2013,3,1,16.47,1198.0,74.0,3.75
2016,3,1,16.2,1199.0,74.0,6.17
2017,1,1,24.3,1248.0,88.5,9.05
2013,3,1,19.4,1198.0,86.8,4.05
2013,3,1,17.5,1298.0,85.8,4.25
2018,3,1,23.1,998.0,67.04,3.75
2016,3,0,13.0,1591.0,121.3,11.85
2016,1,1,22.7,1498.0,89.84,8.24
2008,3,1,13.1,1997.0,141.1,6.5
2019,1,0,12.51,2179.0,187.7,58.91
2014,1,1,15.1,2179.0,140.0,8.0
2015,3,1,16.47,1198.0,74.0,4.64
2010,3,0,19.2,1197.0,80.0,3.32
2012,3,1,20.36,1197.0,78.9,2.78
2016,1,0,14.81,1998.0,163.7,8.95
2013,3,0,12.0,1991.0,181.03,21.95
2013,3,1,11.7,2359.0,134.0,7.9
2007,3,0,11.74,1796.0,186.0,29.0
2013,1,1,22.07,1199.0,73.9,3.25
2014,3,1,17.4,1497.0,117.3,5.9
2017,1,1,24.3,1248.0,88.5,9.88
2019,3,1,18.6,1197.0,81.86,8.78
2011,1,1,13.93,2179.0,138.1,2.75
2014,1,1,21.64,1461.0,84.8,5.98
2011,3,0,10.9,2497.0,215.0,31.0
2011,3,1,14.53,1798.0,138.0,3.55
2015,1,1,22.32,1582.0,126.32,6.24
2009,1,1,19.3,1248.0,73.9,2.19
2013,1,1,28.4,1248.0,73.75,5.5
2014,3,1,24.07,998.0,67.1,2.1
2011,3,0,10.5,5000.0,503.0,50.66
2012,1,0,14.84,2143.0,170.0,14.0
2013,1,1,22.0,1582.0,126.2,5.5
2007,3,1,14.2,1598.0,102.0,1.2
2014,3,1,20.4,1197.0,81.8,5.3
2015,1,1,23.9,1582.0,126.2,6.3
2017,1,0,17.9,2143.0,168.0,40.47
2013,1,1,13.0,2982.0,168.5,16.1
2014,1,0,12.8,1968.0,167.6,25.0
2008,1,0,13.2,1995.0,170.0,7.95
2016,3,1,24.7,796.0,47.3,2.65
2012,3,1,20.92,998.0,67.1,2.81
2012,3,0,15.64,1798.0,167.62,17.5
2012,3,1,16.1,1197.0,85.0,3.3
2019,3,1,22.5,998.0,67.04,5.34
2016,1,1,21.14,1498.0,103.52,8.5
2010,3,1,16.0,1198.0,90.0,2.69
2015,1,1,16.0,2179.0,140.0,11.5
2011,3,1,18.5,1197.0,85.8,4.06
2016,1,0,17.9,2143.0,201.15,49.0
