Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Power,Price
2018,7000,1,0,18.12,190.0,46.0
2016,57000,3,0,24.07,67.1,3.4
2013,40100,1,0,14.84,170.0,14.5
2013,56000,3,1,24.7,47.3,2.1
2012,15000,3,1,18.6,85.8,3.65
2014,14000,3,1,18.2,82.5,3.0
2009,68000,1,1,23.0,90.0,3.95
2012,83000,1,0,11.9,163.2,6.75
2013,81504,1,1,21.43,87.2,6.53
2015,73500,1,1,13.0,168.5,22.0
2013,52900,3,0,14.3,103.52,4.75
2017,20000,3,0,16.5,86.8,5.99
2011,46000,3,1,16.47,73.9,3.05
2010,65000,3,1,16.47,73.9,2.4
2007,42000,3,1,18.2,67.1,1.3
2016,36681,1,1,23.59,67.06,6.71
2014,67000,1,1,15.1,140.0,7.2
2016,18000,3,0,18.9,82.0,5.4
2015,56409,1,1,22.7,89.84,6.63
2016,65263,0,1,17.5,80.46,7.5
2018,20300,3,0,18.0,117.3,14.21
2010,45008,3,1,17.0,118.0,3.0
2017,21799,3,1,23.1,67.04,5.11
2011,57328,3,1,15.04,103.6,3.39
2017,35358,1,0,11.36,171.5,22.99
2009,46946,3,1,18.5,80.0,2.35
2012,39772,1,1,23.2,73.94,2.85
2014,58000,1,0,17.68,174.33,18.5
2014,52000,3,1,13.24,102.57,5.99
2016,42700,3,1,23.84,84.0,3.6
2014,60000,1,0,16.55,147.51,24.0
2015,33195,3,1,19.1,85.8,6.26
2010,110000,1,1,14.24,174.5,13.7
2016,52000,1,0,15.26,203.2,35.0
2015,64399,1,1,21.9,90.0,5.02
2015,55000,3,1,21.5,81.8,3.1
2012,50000,1,1,20.54,103.6,5.5
2014,33485,3,1,19.1,85.8,3.59
2015,32000,1,1,20.4,91.7,4.65
2009,71400,3,1,17.0,118.0,3.8
2016,41713,1,1,19.67,126.2,12.5
2017,46000,1,1,25.6,98.6,12.9
2015,52950,3,1,14.0,35.0,2.35
2015,29500,3,1,20.4,81.8,4.15
2016,60000,3,1,24.7,47.3,2.65
2010,59196,3,1,15.6,70.0,2.25
2016,121362,1,1,13.68,147.8,16.0
2013,78000,1,0,18.48,177.0,19.5
2015,59000,1,0,13.01,194.3,21.0
2012,95000,1,0,22.48,190.0,17.5
2010,84000,1,1,17.8,68.0,2.41
2014,64557,1,0,12.7,187.7,29.93
2009,68078,3,1,19.7,46.3,1.02
2013,25984,3,1,15.8,110.0,5.35
2017,15544,3,1,21.4,83.1,5.65
2015,34000,1,0,23.8,112.0,22.0
2013,24000,3,0,17.01,121.4,5.95
2011,95000,1,1,20.0,68.0,2.35
2014,52000,1,1,25.8,98.6,4.1
2017,39000,1,1,23.0,98.96,8.45
2010,55000,2,1,13.45,62.1,1.65
2015,67415,1,0,11.18,184.0,11.03
2016,25562,3,1,23.1,67.04,3.5
2016,30292,3,1,18.6,81.83,6.3
2014,84056,3,1,18.88,123.24,6.75
2017,62691,1,1,26.21,88.5,7.5
2013,87000,1,0,17.11,174.33,15.5
2015,52513,3,1,18.0,86.7,4.65
2016,43983,3,0,15.63,110.4,7.58
2013,90121,3,1,20.92,67.1,2.2
2011,42500,1,0,18.33,167.7,5.25
2016,62192,1,1,28.4,74.0,5.22
2018,38394,3,1,21.56,103.25,9.18
2013,37287,3,1,26.0,35.0,1.74
2011,60000,3,0,16.8,118.0,4.45
2017,39419,3,1,18.16,86.8,4.95
2014,55000,1,1,22.54,88.73,5.64
2016,7000,3,1,18.88,110.4,6.9
2011,85000,1,0,16.55,147.51,13.95
2013,51000,1,0,20.58,143.0,17.0
2012,90000,1,1,13.93,138.03,4.6
2010,105000,1,1,12.05,120.0,5.21
2017,36458,3,1,15.29,121.3,12.34
2006,109000,3,1,16.9,100.0,1.5
2015,49000,1,0,17.05,184.0,22.99
2008,68000,3,1,19.7,46.3,1.2
2011,54000,3,0,19.2,80.0,2.9
2016,28000,3,0,14.62,149.92,13.9
2016,38500,1,1,28.09,88.5,7.85
2012,67132,1,1,13.58,78.0,4.75
2011,47000,1,1,20.64,108.5,3.25
2015,28005,3,1,17.8,117.3,7.1
2017,13000,3,1,20.4,81.8,4.65
2012,67000,1,1,19.33,138.1,5.0
2015,50000,3,1,18.6,81.83,4.95
2014,55000,1,1,15.1,140.0,9.8
2015,30458,3,1,23.1,67.04,2.99
2014,46000,3,1,15.04,103.2,4.45
2011,50000,3,1,23.9,37.48,0.75
2016,36676,0,1,25.0,81.86,5.0
2014,72563,1,1,22.77,98.59,5.0
2015,58239,3,0,14.62,149.92,9.69
2015,57934,1,1,18.2,73.74,5.5
2015,63000,1,1,20.14,88.8,5.11
2012,27014,3,1,16.25,75.0,2.19
2012,90906,1,1,20.54,103.6,4.25
2013,61202,1,0,11.18,184.0,14.5
2014,51000,1,1,19.87,83.14,5.65
2016,88008,1,0,12.9,174.5,22.5
2012,42591,3,1,20.36,78.9,3.2
2012,67000,1,1,23.0,90.0,4.5
2014,48000,1,1,25.8,98.6,4.5
2014,97000,1,0,22.32,126.32,8.0
2018,10000,1,0,17.9,136.0,28.9
2015,56900,1,1,20.14,88.8,4.1
2017,36152,3,0,21.4,83.1,7.22
2014,85512,1,1,22.9,74.0,5.8
2013,36000,1,1,22.7,89.84,6.35
2015,36096,1,1,15.1,140.0,8.85
2010,111111,3,1,18.6,79.4,2.0
2012,73000,3,1,17.01,121.3,5.5
2014,44300,3,1,18.9,82.0,2.3
2014,74500,1,1,19.01,108.45,7.95
2016,21495,3,1,19.1,81.86,6.16
2012,59000,3,1,20.36,78.9,2.85
2016,23000,3,0,13.7,183.0,25.0
2008,50135,1,1,15.8,170.0,10.36
2016,25000,3,0,15.04,183.0,26.0
2013,47000,1,1,22.32,126.32,4.35
2015,53503,1,1,26.59,74.0,5.0
2014,47003,3,1,20.36,78.9,3.67
2014,80000,1,1,14.0,138.1,6.0
2018,20492,3,1,18.9,82.0,6.34
2012,17000,3,0,16.82,189.08,22.0
2006,79000,3,1,13.4,125.0,1.67
2014,27000,3,1,14.28,138.03,7.95
2018,28786,3,1,10.4,163.5,9.74
2013,21000,3,0,17.44,189.08,21.5
2009,73000,1,1,21.1,73.9,2.35
2012,74000,1,1,22.07,73.9,2.65
2011,65423,3,1,20.36,78.9,3.16
2009,65000,3,1,19.0,66.1,2.05
2013,83875,0,1,26.6,58.16,2.95
2014,55277,3,1,20.51,67.04,3.9
2017,50808,1,1,24.2,98.6,6.68
2017,52000,3,1,21.1,55.2,3.5
2017,32000,3,0,14.84,103.52,8.11
2017,25000,1,1,28.09,88.5,8.3
2016,23218,1,0,15.26,203.2,45.61
2010,84000,1,0,20.0,138.1,4.45
2017,40000,1,1,24.3,88.5,7.85
2011,17000,2,1,13.45,62.1,3.1
2014,25135,1,1,24.0,70.0,3.75
2017,65000,1,1,25.47,88.5,7.65
2013,40000,3,1,17.0,80.0,4.9
2018,24500,1,0,16.0,140.0,16.52
2016,56674,3,0,13.7,157.75,14.05
2016,51950,3,1,20.73,91.1,6.75
2016,51000,1,1,19.67,126.2,9.2
2008,114750,3,1,17.0,118.0,2.75
2016,107890,1,1,13.5,157.7,20.5
2012,64000,1,1,21.9,90.0,4.25
2016,21460,3,1,17.0,121.36,6.0
2015,29634,3,1,17.0,80.0,6.0
2008,52000,3,1,16.1,88.2,2.41
2015,33000,3,0,19.0,88.7,7.25
2014,89230,1,1,11.1,200.0,23.65
2016,27000,3,1,21.4,83.1,6.5
2017,72524,1,0,17.9,136.0,18.06
2016,73000,3,1,25.17,53.3,3.2
2017,21740,3,1,18.16,86.8,6.42
2015,59000,1,1,13.0,168.5,23.0
2013,83432,3,1,17.0,118.0,5.9
2014,87200,1,1,15.4,75.0,7.75
2012,88000,1,0,13.2,170.0,15.0
2017,48324,1,1,24.3,88.5,9.0
2011,51000,3,0,11.74,186.0,11.5
2012,24000,3,1,17.01,121.3,6.2
2017,20773,1,1,24.0,73.97,5.92
2016,22000,1,1,20.14,88.0,6.29
2014,66355,3,1,18.0,86.7,4.12
2007,115800,3,0,10.1,152.0,3.8
2014,41125,3,1,17.92,62.1,2.7
2017,43812,1,0,15.0,107.3,20.28
2014,69876,3,1,18.0,86.7,3.9
2014,102000,1,0,12.55,168.5,16.5
2011,68000,3,1,17.01,121.3,3.7
2013,25000,1,0,22.69,190.0,17.99
2013,51873,1,1,21.9,88.76,3.9
2012,72500,1,1,18.5,68.0,3.12
2007,83000,3,1,14.0,64.0,1.65
2015,39871,3,1,19.1,81.86,3.5
2015,82000,1,1,14.02,118.3,4.85
2018,23152,1,0,19.27,167.62,39.22
2007,71600,3,1,20.36,78.9,2.0
2010,122000,1,1,11.5,171.0,10.45
2016,29277,3,0,19.16,158.2,27.0
2011,60000,1,1,20.0,68.0,2.25
2014,42000,3,1,19.1,81.86,3.45
2016,61823,3,1,18.6,81.83,6.14
2012,53000,2,1,19.2,68.05,2.85
2015,75000,0,1,24.6,55.23,3.25
2011,110000,1,1,28.4,73.75,4.0
2010,38446,3,1,17.0,118.0,2.59
2017,33000,1,1,27.39,74.0,6.96
2016,70000,3,1,21.1,55.2,3.0
2012,68038,1,1,20.14,88.0,3.6
2014,55012,1,1,25.44,57.6,3.7
2013,55000,1,0,22.48,190.0,21.75
2017,25000,1,0,17.9,170.0,45.0
2011,46808,3,1,24.07,67.1,3.19
2015,65743,3,1,20.14,81.86,6.2
2013,64466,3,1,19.81,68.05,3.96
2016,80000,1,1,23.4,74.0,4.5
2017,69000,1,1,25.4,73.97,3.55
2014,79200,1,1,22.71,84.8,5.5
2016,29477,3,1,15.8,121.3,10.25
2017,40000,1,0,12.9,174.5,30.0
2014,25000,3,1,18.5,85.8,3.5
2014,67668,1,1,23.08,63.12,3.1
2010,78000,3,1,17.5,75.0,3.25
2017,30000,1,1,23.0,98.96,8.99
2015,70623,3,1,15.04,103.6,3.99
2015,54000,1,1,19.01,108.5,6.0
2015,48000,1,0,15.73,174.33,18.25
2012,62000,1,1,12.99,100.0,7.75
2017,47000,3,1,17.57,88.7,4.5
2012,108000,1,0,16.09,184.0,17.5
2016,41000,1,1,22.7,118.0,7.7
2012,66000,3,1,17.0,118.0,4.45
2017,23806,1,0,22.69,190.0,33.66
2013,89000,3,0,19.34,76.0,2.8
2018,38852,3,0,21.4,83.1,8.47
2018,68737,1,1,26.21,88.5,9.32
2017,23106,1,0,17.9,136.0,27.43
2015,31250,1,1,24.5,98.6,6.5
2014,77795,1,1,12.99,100.6,9.5
2013,67620,3,1,17.6,88.8,4.2
2013,44378,1,1,25.44,57.6,3.85
2012,64709,3,1,12.8,177.6,6.0
2007,76161,3,1,19.7,46.3,1.65
2013,58410,1,0,19.3,141.0,14.5
2011,72000,1,1,12.8,102.0,7.1
2016,11000,1,0,17.11,174.33,28.0
2017,45362,1,1,24.3,88.5,9.38
2016,59767,3,1,18.9,82.0,4.78
2019,14233,1,0,17.6,153.86,17.85
2010,72000,3,1,17.0,80.0,2.75
2014,11000,3,1,17.01,121.3,5.95
2011,39000,3,1,14.0,35.0,1.5
2019,19855,3,1,24.7,47.3,3.8
2017,20149,1,0,19.27,167.62,38.5
2011,70000,3,1,19.81,68.05,2.15
2010,62004,3,0,14.67,177.46,3.75
2016,25500,1,0,21.5,108.5,8.95
2010,61700,3,1,14.8,130.2,2.95
2010,59660,3,0,12.05,154.0,10.49
2007,69775,3,1,17.92,62.1,1.85
2009,88000,3,0,11.1,142.0,5.25
2014,47052,1,1,20.77,88.76,5.99
2015,69749,1,1,18.6,67.0,3.82
2016,39644,1,0,17.11,174.33,25.75
2008,120000,1,1,18.1,110.0,2.0
2018,11000,1,0,16.1,194.0,56.5
2014,18600,1,0,22.69,190.0,21.0
2014,116905,1,1,24.0,70.0,4.0
2011,32824,3,0,16.95,78.9,3.83
2016,19148,3,1,16.1,85.0,5.89
2010,35008,3,1,17.92,62.1,1.36
2014,53000,0,1,22.1,85.7,3.26
2016,36000,3,1,17.43,105.5,8.0
2012,56121,1,1,23.4,74.0,4.25
2018,30000,1,1,28.4,74.0,6.0
2016,31021,1,0,19.5,141.0,16.61
2013,52600,1,1,19.6,108.45,7.26
2016,44001,1,0,18.12,190.0,34.51
2007,84169,3,1,14.0,64.0,2.2
2017,14001,3,1,18.6,81.83,5.75
2009,29000,3,0,11.7,178.0,10.0
2012,38800,1,1,21.64,84.8,4.05
2017,20969,1,0,17.9,136.0,27.87
2018,2900,1,1,24.3,88.5,8.75
2016,69000,1,1,19.3,73.9,4.79
2018,5833,1,1,21.13,108.4,11.92
2014,71000,1,1,25.1,98.6,7.45
2017,12000,3,1,21.1,55.2,3.5
2013,58000,1,0,13.2,170.0,19.5
2012,39000,3,0,12.05,154.0,15.0
2017,37712,1,1,17.45,100.0,7.57
2012,68000,3,1,18.5,85.8,4.4
2010,30000,3,1,18.6,79.4,1.6
2014,68218,3,1,19.1,85.8,4.9
2014,52000,1,1,20.77,88.8,5.95
2015,63591,1,1,20.45,83.8,5.35
2014,57937,3,0,15.5,86.7,5.4
2015,21979,1,0,17.11,174.33,23.45
2016,62000,1,1,25.8,98.6,6.1
2013,84600,3,1,21.1,55.2,2.5
2018,30953,3,1,22.7,53.64,3.48
2012,78000,1,1,22.9,74.0,4.4
2008,85000,1,1,9.5,118.6,7.99
2014,79000,1,0,12.55,168.5,18.5
2018,48188,1,1,16.3,170.0,21.69
2014,67557,1,1,23.4,74.0,5.17
2011,103814,1,1,22.32,126.32,4.5
2014,45128,1,1,12.05,120.0,6.75
2013,56075,3,1,19.81,68.05,3.12
2017,65367,1,0,11.36,171.5,20.14
2013,114708,1,1,12.99,100.0,12.6
2015,35082,1,1,23.4,74.0,6.61
2016,38593,1,0,17.01,126.2,13.23
2008,70700,1,1,12.99,100.0,4.75
2011,83000,1,1,20.54,103.6,2.9
2015,120000,1,1,14.8,80.0,5.5
2014,91586,1,0,11.18,184.0,9.47
2008,38235,3,1,20.36,78.9,1.95
2011,37000,3,1,20.36,78.9,2.2
2013,44000,3,1,18.0,86.7,4.35
2016,54000,3,0,23.1,67.04,4.5
2013,90000,3,1,18.9,82.0,3.55
2015,35000,1,1,19.3,73.9,4.75
2012,47324,3,1,20.36,78.9,4.52
2012,65148,1,0,15.06,177.0,12.75
2014,57773,1,0,17.11,174.33,20.04
2014,87000,1,1,20.45,83.8,6.5
2016,8000,3,0,22.5,67.0,4.15
2007,77000,3,1,13.5,130.0,2.5
2016,20600,3,1,18.6,81.83,5.4
2016,13198,3,1,24.07,67.1,3.15
2016,38000,3,1,18.6,81.83,5.95
2019,15379,3,0,23.84,83.83,6.97
2011,60000,3,1,20.36,78.9,3.2
2013,75371,1,1,20.46,83.8,6.69
2014,60000,1,1,13.49,138.03,5.9
2009,30675,3,1,18.5,80.0,2.25
2013,22000,1,1,23.4,74.0,4.5
2015,55000,3,1,22.0,55.0,2.61
2010,74213,1,0,14.84,170.0,11.5
2016,15000,3,0,16.82,189.08,35.0
2010,57000,3,1,26.0,35.0,0.5
2015,62144,1,1,26.21,88.5,5.75
2017,50000,1,1,22.0,126.2,11.5
2015,38000,3,1,21.1,55.2,2.75
2016,30000,1,0,18.12,190.0,31.5
2016,38735,3,1,19.4,86.8,4.92
2012,23598,1,1,23.2,73.94,3.52
2014,70000,1,0,18.88,184.0,17.55
2016,39000,1,1,26.59,74.0,5.8
2013,84175,1,1,23.4,74.0,6.95
2013,45000,3,1,16.95,97.6,2.4
2013,59302,1,0,14.39,163.7,5.25
2012,55002,3,1,17.5,85.8,4.25
2016,46522,1,1,24.0,70.0,4.5
2006,89326,1,1,17.8,68.0,1.55
2016,54000,1,1,19.87,83.8,6.5
2015,66337,1,1,24.0,70.0,4.96
2012,60000,3,1,19.4,86.8,3.25
2010,38001,3,0,12.3,163.2,8.5
2014,73000,3,1,24.7,47.3,2.75
2011,61000,3,1,16.2,103.2,3.4
2013,120000,1,1,20.77,88.8,7.0
2012,71787,3,1,12.9,102.5,3.21
2016,11554,1,1,19.67,126.2,14.25
2014,90000,1,1,20.34,103.2,6.5
2014,48104,3,1,17.4,117.3,5.49
2015,33931,3,0,18.9,82.0,5.91
2019,13916,3,1,18.9,81.86,6.44
2012,90400,0,1,26.2,58.2,2.9
2015,14000,3,1,18.9,82.0,4.6
2016,17560,3,1,18.6,81.83,7.21
2016,60000,1,1,19.87,83.8,8.0
2009,88096,1,1,19.3,73.9,3.5
2015,19963,3,1,25.4,37.5,1.74
2019,1000,3,1,18.12,86.8,6.8
2017,8000,3,1,18.6,81.83,7.5
2016,9200,3,1,15.4,117.3,8.0
2015,29000,1,1,27.4,98.6,5.99
2017,27000,1,1,19.67,126.2,12.9
2018,22900,3,1,21.4,83.1,7.0
2014,50000,1,0,14.16,174.3,35.0
2015,60207,1,1,25.8,98.6,5.5
2010,42000,3,1,15.6,70.0,2.4
2012,60000,3,1,19.81,68.05,2.65
2015,66122,1,0,21.66,103.52,5.96
2017,24733,3,0,15.04,183.0,27.15
2008,41000,3,0,10.4,201.0,10.5
2015,30000,3,1,20.73,91.1,6.7
2013,36000,1,1,22.7,89.84,4.9
2017,40279,1,1,16.5,70.0,8.0
2018,46805,3,1,24.07,67.1,3.63
2015,60000,3,1,17.5,85.8,4.8
2017,100000,3,1,17.57,88.7,4.25
2013,81456,1,1,15.8,170.0,14.25
2012,37229,3,0,16.95,78.9,3.41
2009,73200,3,1,17.0,118.0,2.78
2015,71826,1,0,19.3,141.0,15.5
2012,82000,3,1,18.9,67.1,2.3
2017,40459,1,1,19.67,126.2,13.28
2009,61964,3,1,19.0,66.1,2.25
2011,15466,3,1,22.5,67.04,3.36
2014,23000,3,1,17.3,117.3,4.25
2012,43766,3,1,20.36,78.9,4.3
2018,18521,1,1,22.54,88.73,9.18
2017,26400,3,1,23.1,67.04,4.99
2011,31900,3,1,13.4,157.8,3.75
2010,39000,1,1,20.0,68.0,2.5
2016,45671,1,1,27.3,98.6,7.2
2015,54000,1,0,17.9,136.0,17.55
2012,20000,1,0,18.5,163.0,12.0
2014,48000,1,0,22.32,126.32,5.1
2011,70000,1,0,22.69,190.0,10.3
2014,62000,1,1,22.32,126.32,5.7
2014,41994,3,1,22.5,67.04,3.41
2010,108882,1,1,20.0,68.0,2.4
2017,24806,3,1,18.15,82.0,5.6
2017,30000,1,0,18.49,100.0,8.2
2015,51000,1,0,15.17,181.0,27.5
2015,64876,3,1,21.5,81.8,3.5
2017,25299,1,1,24.3,88.5,10.34
2006,89869,1,1,12.7,116.6,3.25
2007,103515,1,1,12.6,112.0,5.0
2008,68282,3,1,17.92,62.1,2.25
2018,51921,1,1,24.3,88.5,8.62
2017,18414,1,1,23.4,74.0,7.25
2016,40866,3,1,19.5,86.76,5.47
2014,55001,1,0,16.36,187.7,31.0
2017,20469,3,0,16.82,189.08,35.98
2017,8500,3,1,21.1,55.2,3.42
2016,6000,3,1,17.19,81.86,7.25
2018,11000,1,1,28.4,74.0,8.0
2015,80064,1,1,22.7,89.84,7.33
2016,29930,3,1,18.9,67.1,3.35
2013,49105,1,1,20.34,103.2,4.4
2012,55000,3,1,17.6,88.7,2.99
2015,23000,3,1,18.7,88.7,5.6
2016,54727,1,1,20.14,88.73,6.63
2018,31426,1,1,21.66,108.62,7.9
2015,53442,3,1,16.8,116.3,7.0
2014,28000,3,0,16.5,86.8,4.95
2017,13412,3,0,14.3,103.52,9.19
2011,70000,1,1,16.8,110.0,5.1
2015,81310,1,1,21.19,88.76,5.9
2019,13574,3,0,21.4,83.1,9.51
2008,75000,3,1,11.1,158.8,3.9
2014,58310,3,1,19.1,85.8,5.39
2009,90000,1,1,19.3,73.9,3.0
2012,83000,1,1,23.4,74.0,4.3
2017,37282,3,1,20.85,83.14,6.75
2017,23000,3,1,18.9,82.0,4.5
2010,82000,1,1,17.8,68.0,2.75
2016,31000,1,1,23.9,126.2,9.0
2014,45001,1,1,20.0,68.05,2.55
2014,50446,1,1,21.12,88.8,3.54
2009,89000,3,1,13.5,130.0,4.25
2007,72000,3,1,19.7,46.3,1.2
2013,90000,1,0,22.48,190.0,19.5
2015,76000,1,1,16.0,140.0,12.0
2012,78401,1,1,23.2,73.94,3.9
2017,38426,1,1,24.3,88.5,9.13
2011,45000,3,1,15.1,73.0,2.25
2012,83000,3,1,17.5,85.8,3.25
2017,50170,1,0,17.01,126.2,14.79
2010,37822,3,1,22.5,67.04,2.35
2015,33517,1,1,27.62,47.0,3.1
2014,110000,1,0,13.01,194.3,12.9
2017,60000,3,1,21.1,55.2,2.5
2013,92408,3,1,18.5,82.85,3.65
2014,45000,3,1,17.1,121.3,7.5
2013,33793,3,1,18.4,86.8,3.74
2017,26327,3,1,20.4,81.8,5.86
2018,20604,1,0,19.27,167.62,39.62
2018,61386,1,1,25.2,74.0,7.05
2018,11500,1,0,28.4,74.0,7.5
2012,58000,1,1,25.44,57.6,2.1
2014,38000,3,0,13.7,157.75,11.6
2012,49000,1,0,14.84,167.62,19.25
2017,72202,1,1,13.68,147.8,17.92
2016,7000,3,1,20.36,78.9,3.6
2014,20000,1,1,25.8,98.6,4.5
2017,14061,1,1,21.9,88.76,7.4
2011,51387,1,1,12.05,120.0,5.5
2006,44000,3,1,15.3,83.0,1.75
2016,12208,3,1,21.4,83.1,6.75
2011,55000,1,1,16.52,123.7,3.95
2011,61600,3,1,17.1,121.3,4.2
2016,28414,3,1,17.0,118.0,8.4
2017,27853,3,0,17.21,103.5,8.25
2013,55116,3,1,19.4,86.8,3.31
2017,26000,1,1,26.59,74.0,7.5
2012,45496,3,1,17.0,118.0,4.75
2013,76000,1,0,11.18,184.0,8.79
2010,38127,3,1,19.7,46.3,1.55
2014,82450,1,1,23.0,90.0,5.85
2014,62497,3,1,15.8,110.0,7.52
2011,86732,1,1,23.08,63.1,3.6
2016,27969,3,1,19.4,86.8,4.73
2013,66372,1,0,11.18,184.0,10.5
2018,20689,3,1,18.9,81.86,6.07
2018,25093,3,1,21.4,83.1,7.76
2016,49176,1,1,11.68,112.0,7.46
2012,87510,1,1,21.8,78.0,3.49
2012,38214,3,1,18.5,80.0,4.05
2013,48986,1,1,10.5,107.2,11.88
2011,88000,3,0,14.53,138.1,6.45
2016,58671,1,0,17.01,126.2,14.25
2017,49404,1,1,18.49,100.0,7.36
2010,72000,1,1,12.05,120.0,4.4
2016,24000,3,1,25.17,53.3,3.1
2017,53285,3,0,22.5,67.0,4.28
2017,12000,3,1,16.1,85.0,5.5
2012,45000,1,0,17.0,105.0,6.99
2018,26234,3,1,24.7,47.3,4.29
2014,55000,3,1,18.6,85.8,4.2
2012,90000,1,1,23.0,90.0,4.11
2015,48000,1,0,15.73,174.33,18.75
2010,55000,3,1,19.81,68.05,1.59
2016,4800,3,1,20.51,67.04,3.6
2017,38607,3,1,17.8,117.3,7.87
2018,3958,3,1,18.9,81.86,5.55
2014,74000,1,1,25.1,98.6,6.4
2009,54540,3,1,17.5,85.8,2.65
2015,58400,3,1,17.5,85.8,5.5
2013,73648,1,1,15.1,140.0,7.31
2016,83000,1,1,28.09,88.5,7.1
2016,16159,1,1,22.32,126.32,7.83
2014,22100,3,1,19.4,86.8,3.55
2017,35043,3,1,17.19,81.86,8.19
2018,24000,1,0,18.88,184.0,28.0
2011,70000,3,1,15.26,103.5,3.29
2015,13769,3,1,16.1,85.0,4.41
2013,58000,1,1,19.01,108.45,4.99
2009,58000,1,0,18.56,190.0,17.98
2018,18705,1,1,20.5,91.72,7.71
2013,32378,3,1,20.51,67.04,2.8
2013,45000,1,1,22.1,76.9,3.0
2015,36836,1,1,15.1,140.0,12.49
2016,54199,1,1,23.0,88.8,5.0
2017,36935,1,0,18.56,190.0,32.64
2015,23000,1,1,25.2,74.0,6.5
2015,14000,1,0,18.12,190.0,35.0
2015,100073,1,1,25.0,69.01,2.0
2015,59182,1,1,15.1,140.0,9.46
2009,79000,1,0,18.48,177.0,15.0
2013,66930,3,1,17.1,121.3,6.15
2015,100000,1,0,13.01,194.3,14.5
2018,27413,3,0,20.51,67.0,5.18
2007,90000,3,1,17.3,64.0,1.24
2013,40300,3,1,18.5,82.85,2.8
2011,73783,3,0,13.7,157.75,5.23
2014,65694,3,1,18.9,67.1,3.25
2015,23000,3,1,16.8,34.2,1.5
2012,51000,3,1,20.36,78.9,2.85
2018,18335,3,1,21.7,67.0,4.5
2014,36000,1,0,15.0,107.3,16.25
2017,25000,3,0,17.21,103.5,7.75
2007,81000,1,1,12.05,120.0,4.35
2019,21719,1,0,12.9,174.5,33.13
2013,75421,1,1,25.44,56.3,3.63
2010,80000,1,1,12.8,102.0,4.75
2018,10671,3,1,20.85,83.14,6.51
2018,4126,3,1,21.7,67.0,4.8
2017,98500,1,1,22.95,74.0,6.0
2016,61578,3,1,18.9,82.0,6.4
2014,54000,1,1,20.34,103.2,4.9
2013,70998,1,0,17.68,174.33,20.57
2015,40082,1,1,19.3,73.9,4.76
2012,50619,3,1,18.0,62.0,2.0
2009,103905,1,0,22.69,190.0,9.92
2018,15334,3,1,21.1,55.2,3.69
2013,69000,1,1,23.4,74.0,5.75
2014,75160,1,1,20.14,88.5,5.7
2014,44753,3,1,18.0,86.7,4.94
2012,53024,3,0,14.4,103.6,4.29
2014,23840,3,1,20.51,67.04,3.0
2014,81298,1,1,20.14,88.8,6.5
2015,59000,3,1,16.47,73.9,4.9
2016,51806,1,1,25.8,98.6,5.4
2014,56000,1,0,18.53,187.74,24.0
2019,29279,1,1,24.7,69.0,7.46
2017,33550,1,0,21.5,108.5,9.6
2014,62000,1,0,18.53,187.74,25.0
2014,66000,1,1,19.01,108.5,6.8
2016,46630,1,0,21.66,103.52,8.59
2016,72566,1,1,25.83,99.0,5.29
2011,51482,1,1,15.42,70.0,2.5
2011,90000,1,0,14.84,167.62,13.9
2014,69000,1,1,13.0,168.5,20.0
2011,90000,3,1,17.0,118.0,3.4
2015,39000,3,1,18.6,81.83,5.5
2012,110000,1,1,20.54,103.6,3.65
2011,68022,1,1,13.1,141.0,5.86
2018,27852,3,0,14.8,121.36,10.44
2011,68439,1,1,23.0,90.0,3.37
2018,14000,1,1,21.5,108.5,9.9
2012,71558,1,1,20.0,68.05,3.3
2015,65800,1,0,17.01,126.2,12.5
2014,53000,1,0,16.55,140.0,20.5
2017,14600,1,1,16.0,140.0,14.5
2017,34429,1,0,13.8,174.57,20.0
2014,52000,1,1,23.4,74.0,5.25
2015,25470,3,1,20.73,91.1,5.9
2013,22000,3,1,21.1,55.2,2.6
2007,75000,1,0,11.0,198.5,11.0
2011,95995,1,0,18.48,177.0,15.5
2017,26877,1,1,24.0,73.97,5.75
2008,95291,3,1,17.92,62.1,2.3
2015,32000,3,1,18.6,81.83,4.8
2008,68333,1,0,11.0,198.5,8.5
2011,72000,1,1,20.0,68.0,2.9
2012,52100,1,1,21.43,86.79,6.5
2018,10000,3,1,18.9,81.86,5.85
2019,6261,1,1,16.3,170.0,23.91
2019,3906,3,0,20.89,81.8,7.36
2014,55960,1,1,11.5,171.0,17.25
2017,38000,1,1,13.68,147.8,17.65
2013,51000,1,1,20.0,68.1,2.5
2018,2500,1,1,18.06,63.0,8.25
2018,41661,1,0,12.7,187.7,44.83
2011,64000,1,0,16.07,181.0,10.5
2008,80000,3,1,13.2,94.0,1.9
2016,30000,3,0,23.1,67.04,4.25
2014,43000,1,0,16.36,187.7,26.5
2013,90000,1,0,12.4,179.5,22.5
2011,123880,1,1,23.08,63.1,3.3
2015,42000,3,1,18.0,86.7,4.3
2012,79824,1,1,19.87,83.8,5.25
2015,75000,1,1,12.99,100.6,11.75
2014,72411,3,1,18.0,86.7,4.25
2015,53713,3,1,17.71,78.9,4.2
2017,18000,1,0,11.36,171.5,18.25
2013,51000,1,1,15.8,170.0,18.5
2008,86700,3,1,16.1,88.2,2.4
2016,29000,1,1,27.39,74.0,6.5
2014,56000,2,1,13.45,62.1,3.2
